node_1,node_2,neighbours_1,neighbours_2,density_ego_with_node_1,density_ego_without_node_1,density_ego_with_node_2,density_ego_without_node_2,common_neigbhours,total_neigbhours,jaccard_coefficient,prefferential_attachment,friends_measure,shortest_path,link_exists
10310.0,16310.0,13.0,17.0,0.18681318681318682,0.05128205128205128,0.1895424836601307,0.08823529411764706,2.0,28.0,0.07142857142857142,221.0,34.0,1.0,1.0
10310.0,19640.0,13.0,25.0,0.18681318681318682,0.05128205128205128,0.30153846153846153,0.24333333333333335,0.0,38.0,0.0,325.0,37.0,1.0,1.0
10310.0,23855.0,13.0,8.0,0.18681318681318682,0.05128205128205128,0.3333333333333333,0.14285714285714285,0.0,21.0,0.0,104.0,20.0,1.0,1.0
10310.0,24372.0,13.0,1.0,0.18681318681318682,0.05128205128205128,1.0,0.0,0.0,14.0,0.0,13.0,13.0,1.0,1.0
10310.0,24814.0,13.0,21.0,0.18681318681318682,0.05128205128205128,0.3333333333333333,0.26666666666666666,0.0,34.0,0.0,273.0,33.0,1.0,1.0
15931.0,24009.0,10.0,9.0,0.34545454545454546,0.2,0.35555555555555557,0.19444444444444445,2.0,17.0,0.11764705882352941,90.0,24.0,1.0,1.0
15931.0,19865.0,10.0,26.0,0.34545454545454546,0.2,0.13105413105413105,0.06153846153846154,1.0,35.0,0.02857142857142857,260.0,36.0,1.0,1.0
15931.0,23344.0,10.0,9.0,0.34545454545454546,0.2,0.37777777777777777,0.2222222222222222,1.0,18.0,0.05555555555555555,90.0,19.0,1.0,1.0
15931.0,14924.0,10.0,23.0,0.34545454545454546,0.2,0.18115942028985507,0.1067193675889328,2.0,31.0,0.06451612903225806,230.0,39.0,1.0,1.0
15931.0,15959.0,10.0,9.0,0.34545454545454546,0.2,0.37777777777777777,0.2222222222222222,3.0,16.0,0.1875,90.0,26.0,1.0,1.0
15931.0,24444.0,10.0,3.0,0.34545454545454546,0.2,1.0,1.0,2.0,11.0,0.18181818181818182,30.0,17.0,1.0,1.0
15931.0,18233.0,10.0,3.0,0.34545454545454546,0.2,0.8333333333333334,0.6666666666666666,1.0,12.0,0.08333333333333333,30.0,16.0,1.0,1.0
15931.0,18720.0,10.0,3.0,0.34545454545454546,0.2,1.0,1.0,2.0,11.0,0.18181818181818182,30.0,16.0,1.0,1.0
15931.0,19607.0,10.0,4.0,0.34545454545454546,0.2,0.8,0.6666666666666666,2.0,12.0,0.16666666666666666,40.0,18.0,1.0,1.0
17038.0,7188.0,17.0,12.0,0.22875816993464052,0.1323529411764706,0.34615384615384615,0.22727272727272727,2.0,27.0,0.07407407407407407,204.0,41.0,1.0,1.0
17038.0,18866.0,17.0,44.0,0.22875816993464052,0.1323529411764706,0.24343434343434345,0.20824524312896406,3.0,58.0,0.05172413793103448,748.0,75.0,1.0,1.0
17038.0,19992.0,17.0,15.0,0.22875816993464052,0.1323529411764706,0.35833333333333334,0.26666666666666666,1.0,31.0,0.03225806451612903,255.0,37.0,1.0,1.0
17038.0,896.0,17.0,5.0,0.22875816993464052,0.1323529411764706,0.8,0.7,2.0,20.0,0.1,85.0,29.0,1.0,1.0
17038.0,7277.0,17.0,9.0,0.22875816993464052,0.1323529411764706,0.4222222222222222,0.2777777777777778,4.0,22.0,0.18181818181818182,153.0,39.0,1.0,1.0
17038.0,16766.0,17.0,3.0,0.22875816993464052,0.1323529411764706,1.0,1.0,2.0,18.0,0.1111111111111111,51.0,27.0,1.0,1.0
17038.0,16770.0,17.0,3.0,0.22875816993464052,0.1323529411764706,1.0,1.0,2.0,18.0,0.1111111111111111,51.0,23.0,1.0,1.0
17038.0,16858.0,17.0,3.0,0.22875816993464052,0.1323529411764706,1.0,1.0,2.0,18.0,0.1111111111111111,51.0,23.0,1.0,1.0
17038.0,17113.0,17.0,12.0,0.22875816993464052,0.1323529411764706,0.2564102564102564,0.12121212121212122,2.0,27.0,0.07407407407407407,204.0,32.0,1.0,1.0
17038.0,17389.0,17.0,3.0,0.22875816993464052,0.1323529411764706,1.0,1.0,2.0,18.0,0.1111111111111111,51.0,23.0,1.0,1.0
17038.0,18408.0,17.0,10.0,0.22875816993464052,0.1323529411764706,0.34545454545454546,0.2,2.0,25.0,0.08,170.0,37.0,1.0,1.0
17038.0,19089.0,17.0,5.0,0.22875816993464052,0.1323529411764706,0.8,0.7,4.0,18.0,0.2222222222222222,85.0,32.0,1.0,1.0
17038.0,20033.0,17.0,4.0,0.22875816993464052,0.1323529411764706,0.8,0.6666666666666666,3.0,18.0,0.16666666666666666,68.0,29.0,1.0,1.0
17038.0,21968.0,17.0,13.0,0.22875816993464052,0.1323529411764706,0.31868131868131866,0.20512820512820512,2.0,28.0,0.07142857142857142,221.0,34.0,1.0,1.0
17038.0,23429.0,17.0,4.0,0.22875816993464052,0.1323529411764706,0.6,0.3333333333333333,1.0,20.0,0.05,68.0,23.0,1.0,1.0
17038.0,24578.0,17.0,4.0,0.22875816993464052,0.1323529411764706,0.8,0.6666666666666666,2.0,19.0,0.10526315789473684,68.0,25.0,1.0,1.0
18720.0,19607.0,3.0,4.0,1.0,1.0,0.8,0.6666666666666666,2.0,5.0,0.4,12.0,11.0,1.0,1.0
1854.0,2846.0,8.0,16.0,0.4166666666666667,0.25,0.19852941176470587,0.09166666666666666,3.0,21.0,0.14285714285714285,128.0,34.0,1.0,1.0
1854.0,17968.0,8.0,6.0,0.4166666666666667,0.25,0.6190476190476191,0.4666666666666667,3.0,11.0,0.2727272727272727,48.0,23.0,1.0,1.0
1854.0,495.0,8.0,4.0,0.4166666666666667,0.25,1.0,1.0,3.0,9.0,0.3333333333333333,32.0,20.0,1.0,1.0
1854.0,2655.0,8.0,1.0,0.4166666666666667,0.25,1.0,0.0,0.0,9.0,0.0,8.0,8.0,1.0,1.0
1854.0,9458.0,8.0,5.0,0.4166666666666667,0.25,0.7333333333333333,0.6,3.0,10.0,0.3,40.0,21.0,1.0,1.0
1854.0,20008.0,8.0,2.0,0.4166666666666667,0.25,1.0,1.0,1.0,9.0,0.1111111111111111,16.0,10.0,1.0,1.0
1854.0,25866.0,8.0,2.0,0.4166666666666667,0.25,1.0,1.0,1.0,9.0,0.1111111111111111,16.0,10.0,1.0,1.0
4583.0,13614.0,3.0,16.0,0.6666666666666666,0.3333333333333333,0.3382352941176471,0.25,1.0,18.0,0.05555555555555555,48.0,20.0,1.0,1.0
4583.0,19084.0,3.0,5.0,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.2,1.0,7.0,0.14285714285714285,15.0,8.0,1.0,1.0
9572.0,19738.0,34.0,5.0,0.11932773109243698,0.0659536541889483,0.5333333333333333,0.3,2.0,37.0,0.05405405405405406,170.0,45.0,1.0,1.0
9572.0,22598.0,34.0,18.0,0.11932773109243698,0.0659536541889483,0.26900584795321636,0.1830065359477124,4.0,48.0,0.08333333333333333,612.0,81.0,1.0,1.0
9572.0,9522.0,34.0,5.0,0.11932773109243698,0.0659536541889483,0.4666666666666667,0.2,0.0,39.0,0.0,170.0,39.0,1.0,1.0
9572.0,1375.0,34.0,2.0,0.11932773109243698,0.0659536541889483,0.6666666666666666,0.0,0.0,36.0,0.0,68.0,35.0,1.0,1.0
9572.0,2846.0,34.0,16.0,0.11932773109243698,0.0659536541889483,0.19852941176470587,0.09166666666666666,2.0,48.0,0.041666666666666664,544.0,64.0,1.0,1.0
9572.0,5555.0,34.0,8.0,0.11932773109243698,0.0659536541889483,0.5,0.35714285714285715,5.0,37.0,0.13513513513513514,272.0,74.0,1.0,1.0
9572.0,5564.0,34.0,10.0,0.11932773109243698,0.0659536541889483,0.43636363636363634,0.3111111111111111,2.0,42.0,0.047619047619047616,340.0,59.0,1.0,1.0
9572.0,5787.0,34.0,8.0,0.11932773109243698,0.0659536541889483,0.3333333333333333,0.14285714285714285,3.0,39.0,0.07692307692307693,272.0,63.0,1.0,1.0
9572.0,5993.0,34.0,13.0,0.11932773109243698,0.0659536541889483,0.25274725274725274,0.1282051282051282,2.0,45.0,0.044444444444444446,442.0,58.0,1.0,1.0
9572.0,7459.0,34.0,12.0,0.11932773109243698,0.0659536541889483,0.3974358974358974,0.2878787878787879,8.0,38.0,0.21052631578947367,408.0,83.0,1.0,1.0
9572.0,7689.0,34.0,32.0,0.11932773109243698,0.0659536541889483,0.10795454545454546,0.05040322580645161,5.0,61.0,0.08196721311475409,1088.0,95.0,1.0,1.0
9572.0,7712.0,34.0,18.0,0.11932773109243698,0.0659536541889483,0.26900584795321636,0.1830065359477124,6.0,46.0,0.13043478260869565,612.0,89.0,1.0,1.0
9572.0,8916.0,34.0,11.0,0.11932773109243698,0.0659536541889483,0.24242424242424243,0.09090909090909091,1.0,44.0,0.022727272727272728,374.0,49.0,1.0,1.0
9572.0,9721.0,34.0,2.0,0.11932773109243698,0.0659536541889483,0.6666666666666666,0.0,0.0,36.0,0.0,68.0,35.0,1.0,1.0
9572.0,10158.0,34.0,1.0,0.11932773109243698,0.0659536541889483,1.0,0.0,0.0,35.0,0.0,34.0,34.0,1.0,1.0
9572.0,10942.0,34.0,11.0,0.11932773109243698,0.0659536541889483,0.42424242424242425,0.3090909090909091,6.0,39.0,0.15384615384615385,374.0,76.0,1.0,1.0
9572.0,13600.0,34.0,2.0,0.11932773109243698,0.0659536541889483,1.0,1.0,1.0,35.0,0.02857142857142857,68.0,36.0,1.0,1.0
9572.0,13614.0,34.0,16.0,0.11932773109243698,0.0659536541889483,0.3382352941176471,0.25,4.0,46.0,0.08695652173913043,544.0,77.0,1.0,1.0
9572.0,13929.0,34.0,45.0,0.11932773109243698,0.0659536541889483,0.11497584541062802,0.07474747474747474,0.0,79.0,0.0,1530.0,80.0,1.0,1.0
9572.0,14102.0,34.0,7.0,0.11932773109243698,0.0659536541889483,0.5714285714285714,0.42857142857142855,2.0,39.0,0.05128205128205128,238.0,49.0,1.0,1.0
9572.0,14485.0,34.0,21.0,0.11932773109243698,0.0659536541889483,0.18181818181818182,0.1,3.0,52.0,0.057692307692307696,714.0,78.0,1.0,1.0
9572.0,16310.0,34.0,17.0,0.11932773109243698,0.0659536541889483,0.1895424836601307,0.08823529411764706,4.0,47.0,0.0851063829787234,578.0,65.0,1.0,1.0
9572.0,18517.0,34.0,9.0,0.11932773109243698,0.0659536541889483,0.5333333333333333,0.4166666666666667,3.0,40.0,0.075,306.0,63.0,1.0,1.0
9572.0,21075.0,34.0,16.0,0.11932773109243698,0.0659536541889483,0.20588235294117646,0.1,0.0,50.0,0.0,544.0,49.0,1.0,1.0
9572.0,21316.0,34.0,1.0,0.11932773109243698,0.0659536541889483,1.0,0.0,0.0,35.0,0.0,34.0,34.0,1.0,1.0
9572.0,22900.0,34.0,1.0,0.11932773109243698,0.0659536541889483,1.0,0.0,0.0,35.0,0.0,34.0,34.0,1.0,1.0
9572.0,23293.0,34.0,53.0,0.11932773109243698,0.0659536541889483,0.7386443046820406,0.7285921625544267,0.0,87.0,0.0,1802.0,88.0,1.0,1.0
9572.0,23637.0,34.0,10.0,0.11932773109243698,0.0659536541889483,0.4,0.26666666666666666,3.0,41.0,0.07317073170731707,340.0,61.0,1.0,1.0
9572.0,23647.0,34.0,12.0,0.11932773109243698,0.0659536541889483,0.34615384615384615,0.22727272727272727,6.0,40.0,0.15,408.0,74.0,1.0,1.0
9572.0,23770.0,34.0,10.0,0.11932773109243698,0.0659536541889483,0.3090909090909091,0.15555555555555556,0.0,44.0,0.0,340.0,48.0,1.0,1.0
9572.0,25143.0,34.0,2.0,0.11932773109243698,0.0659536541889483,0.6666666666666666,0.0,0.0,36.0,0.0,68.0,36.0,1.0,1.0
9572.0,25601.0,34.0,1.0,0.11932773109243698,0.0659536541889483,1.0,0.0,0.0,35.0,0.0,34.0,34.0,1.0,1.0
9572.0,25980.0,34.0,2.0,0.11932773109243698,0.0659536541889483,1.0,1.0,1.0,35.0,0.02857142857142857,68.0,36.0,1.0,1.0
10841.0,9710.0,7.0,20.0,0.32142857142857145,0.09523809523809523,0.18095238095238095,0.09473684210526316,1.0,26.0,0.038461538461538464,140.0,30.0,1.0,1.0
10841.0,14818.0,7.0,5.0,0.32142857142857145,0.09523809523809523,0.6,0.4,1.0,11.0,0.09090909090909091,35.0,14.0,1.0,1.0
10841.0,16310.0,7.0,17.0,0.32142857142857145,0.09523809523809523,0.1895424836601307,0.08823529411764706,1.0,23.0,0.043478260869565216,119.0,25.0,1.0,1.0
10841.0,9273.0,7.0,2.0,0.32142857142857145,0.09523809523809523,0.6666666666666666,0.0,0.0,9.0,0.0,14.0,8.0,1.0,1.0
10841.0,9325.0,7.0,7.0,0.32142857142857145,0.09523809523809523,0.6071428571428571,0.47619047619047616,0.0,14.0,0.0,49.0,13.0,1.0,1.0
10841.0,16324.0,7.0,7.0,0.32142857142857145,0.09523809523809523,0.39285714285714285,0.19047619047619047,0.0,14.0,0.0,49.0,14.0,1.0,1.0
13056.0,1588.0,10.0,19.0,0.32727272727272727,0.17777777777777778,0.23684210526315788,0.15204678362573099,3.0,26.0,0.11538461538461539,190.0,38.0,1.0,1.0
13056.0,24696.0,10.0,20.0,0.32727272727272727,0.17777777777777778,0.2,0.11578947368421053,4.0,26.0,0.15384615384615385,200.0,38.0,1.0,1.0
13056.0,1787.0,10.0,3.0,0.32727272727272727,0.17777777777777778,0.6666666666666666,0.3333333333333333,0.0,13.0,0.0,30.0,12.0,1.0,1.0
13056.0,1373.0,10.0,5.0,0.32727272727272727,0.17777777777777778,0.6,0.4,1.0,14.0,0.07142857142857142,50.0,18.0,1.0,1.0
13056.0,14982.0,10.0,2.0,0.32727272727272727,0.17777777777777778,1.0,1.0,1.0,11.0,0.09090909090909091,20.0,12.0,1.0,1.0
13056.0,15814.0,10.0,12.0,0.32727272727272727,0.17777777777777778,0.3076923076923077,0.18181818181818182,2.0,20.0,0.1,120.0,29.0,1.0,1.0
13056.0,18540.0,10.0,14.0,0.32727272727272727,0.17777777777777778,0.2761904761904762,0.16483516483516483,1.0,23.0,0.043478260869565216,140.0,28.0,1.0,1.0
13056.0,19791.0,10.0,5.0,0.32727272727272727,0.17777777777777778,0.4666666666666667,0.2,1.0,14.0,0.07142857142857142,50.0,17.0,1.0,1.0
13056.0,22100.0,10.0,9.0,0.32727272727272727,0.17777777777777778,0.3333333333333333,0.16666666666666666,2.0,17.0,0.11764705882352941,90.0,23.0,1.0,1.0
16310.0,2654.0,17.0,38.0,0.1895424836601307,0.08823529411764706,0.28879892037786775,0.2503556187766714,1.0,54.0,0.018518518518518517,646.0,58.0,1.0,1.0
16310.0,18924.0,17.0,8.0,0.1895424836601307,0.08823529411764706,0.6666666666666666,0.5714285714285714,1.0,24.0,0.041666666666666664,136.0,30.0,1.0,1.0
16310.0,10762.0,17.0,30.0,0.1895424836601307,0.08823529411764706,0.13548387096774195,0.07586206896551724,2.0,45.0,0.044444444444444446,510.0,50.0,1.0,1.0
16310.0,3113.0,17.0,17.0,0.1895424836601307,0.08823529411764706,0.29411764705882354,0.20588235294117646,1.0,33.0,0.030303030303030304,289.0,39.0,1.0,1.0
16310.0,5246.0,17.0,3.0,0.1895424836601307,0.08823529411764706,0.6666666666666666,0.3333333333333333,1.0,19.0,0.05263157894736842,51.0,20.0,1.0,1.0
16310.0,5993.0,17.0,13.0,0.1895424836601307,0.08823529411764706,0.25274725274725274,0.1282051282051282,1.0,29.0,0.034482758620689655,221.0,36.0,1.0,1.0
16310.0,7459.0,17.0,12.0,0.1895424836601307,0.08823529411764706,0.3974358974358974,0.2878787878787879,2.0,27.0,0.07407407407407407,204.0,42.0,1.0,1.0
16310.0,10524.0,17.0,2.0,0.1895424836601307,0.08823529411764706,1.0,1.0,1.0,18.0,0.05555555555555555,34.0,20.0,1.0,1.0
16310.0,11223.0,17.0,4.0,0.1895424836601307,0.08823529411764706,0.6,0.3333333333333333,2.0,19.0,0.10526315789473684,68.0,23.0,1.0,1.0
16310.0,12337.0,17.0,2.0,0.1895424836601307,0.08823529411764706,1.0,1.0,1.0,18.0,0.05555555555555555,34.0,19.0,1.0,1.0
16310.0,15419.0,17.0,1.0,0.1895424836601307,0.08823529411764706,1.0,0.0,0.0,18.0,0.0,17.0,17.0,1.0,1.0
16310.0,16056.0,17.0,12.0,0.1895424836601307,0.08823529411764706,0.21794871794871795,0.07575757575757576,1.0,28.0,0.03571428571428571,204.0,31.0,1.0,1.0
16310.0,19807.0,17.0,2.0,0.1895424836601307,0.08823529411764706,1.0,1.0,1.0,18.0,0.05555555555555555,34.0,20.0,1.0,1.0
16310.0,23637.0,17.0,10.0,0.1895424836601307,0.08823529411764706,0.4,0.26666666666666666,2.0,25.0,0.08,170.0,35.0,1.0,1.0
19640.0,339.0,25.0,30.0,0.30153846153846153,0.24333333333333335,0.3935483870967742,0.35172413793103446,2.0,53.0,0.03773584905660377,750.0,82.0,1.0,1.0
19640.0,624.0,25.0,17.0,0.30153846153846153,0.24333333333333335,0.4117647058823529,0.3382352941176471,10.0,32.0,0.3125,425.0,117.0,1.0,1.0
19640.0,3731.0,25.0,9.0,0.30153846153846153,0.24333333333333335,1.0,1.0,8.0,26.0,0.3076923076923077,225.0,100.0,1.0,1.0
19640.0,4743.0,25.0,25.0,0.30153846153846153,0.24333333333333335,0.5384615384615384,0.5,3.0,47.0,0.06382978723404255,625.0,88.0,1.0,1.0
19640.0,5407.0,25.0,9.0,0.30153846153846153,0.24333333333333335,1.0,1.0,8.0,26.0,0.3076923076923077,225.0,100.0,1.0,1.0
19640.0,6610.0,25.0,68.0,0.30153846153846153,0.24333333333333335,0.4859335038363171,0.47058823529411764,8.0,85.0,0.09411764705882353,1700.0,210.0,1.0,1.0
19640.0,6700.0,25.0,31.0,0.30153846153846153,0.24333333333333335,0.25201612903225806,0.2021505376344086,4.0,52.0,0.07692307692307693,775.0,99.0,1.0,1.0
19640.0,8045.0,25.0,15.0,0.30153846153846153,0.24333333333333335,0.4083333333333333,0.3238095238095238,7.0,33.0,0.21212121212121213,375.0,89.0,1.0,1.0
19640.0,9099.0,25.0,9.0,0.30153846153846153,0.24333333333333335,1.0,1.0,8.0,26.0,0.3076923076923077,225.0,100.0,1.0,1.0
19640.0,9639.0,25.0,31.0,0.30153846153846153,0.24333333333333335,0.4092741935483871,0.36989247311827955,7.0,49.0,0.14285714285714285,775.0,138.0,1.0,1.0
19640.0,9785.0,25.0,68.0,0.30153846153846153,0.24333333333333335,0.5017050298380221,0.4868305531167691,7.0,86.0,0.08139534883720931,1700.0,196.0,1.0,1.0
19640.0,12141.0,25.0,5.0,0.30153846153846153,0.24333333333333335,0.4,0.1,1.0,29.0,0.034482758620689655,125.0,32.0,1.0,1.0
19640.0,15184.0,25.0,13.0,0.30153846153846153,0.24333333333333335,0.6043956043956044,0.5384615384615384,8.0,30.0,0.26666666666666666,325.0,104.0,1.0,1.0
19640.0,15784.0,25.0,11.0,0.30153846153846153,0.24333333333333335,0.6060606060606061,0.5272727272727272,7.0,29.0,0.2413793103448276,275.0,85.0,1.0,1.0
19640.0,18719.0,25.0,22.0,0.30153846153846153,0.24333333333333335,0.35968379446640314,0.2987012987012987,1.0,46.0,0.021739130434782608,550.0,73.0,1.0,1.0
19640.0,19870.0,25.0,21.0,0.30153846153846153,0.24333333333333335,0.5974025974025974,0.5571428571428572,7.0,39.0,0.1794871794871795,525.0,118.0,1.0,1.0
19640.0,20532.0,25.0,20.0,0.30153846153846153,0.24333333333333335,0.5619047619047619,0.5157894736842106,7.0,38.0,0.18421052631578946,500.0,113.0,1.0,1.0
19640.0,22527.0,25.0,25.0,0.30153846153846153,0.24333333333333335,0.4523076923076923,0.4066666666666667,7.0,43.0,0.16279069767441862,625.0,112.0,1.0,1.0
19640.0,23576.0,25.0,4.0,0.30153846153846153,0.24333333333333335,0.6,0.3333333333333333,1.0,28.0,0.03571428571428571,100.0,30.0,1.0,1.0
19640.0,23577.0,25.0,9.0,0.30153846153846153,0.24333333333333335,1.0,1.0,8.0,26.0,0.3076923076923077,225.0,100.0,1.0,1.0
19640.0,23649.0,25.0,9.0,0.30153846153846153,0.24333333333333335,1.0,1.0,8.0,26.0,0.3076923076923077,225.0,100.0,1.0,1.0
19640.0,24199.0,25.0,6.0,0.30153846153846153,0.24333333333333335,0.42857142857142855,0.2,2.0,29.0,0.06896551724137931,150.0,32.0,1.0,1.0
19640.0,24293.0,25.0,20.0,0.30153846153846153,0.24333333333333335,0.3238095238095238,0.25263157894736843,8.0,37.0,0.21621621621621623,500.0,115.0,1.0,1.0
19640.0,25201.0,25.0,13.0,0.30153846153846153,0.24333333333333335,0.5934065934065934,0.5256410256410257,9.0,29.0,0.3103448275862069,325.0,109.0,1.0,1.0
23855.0,26038.0,8.0,15.0,0.3333333333333333,0.14285714285714285,0.20833333333333334,0.09523809523809523,1.0,22.0,0.045454545454545456,120.0,25.0,1.0,1.0
23855.0,16640.0,8.0,7.0,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.23809523809523808,3.0,12.0,0.25,56.0,19.0,1.0,1.0
23855.0,546.0,8.0,2.0,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.0,0.0,10.0,0.0,16.0,9.0,1.0,1.0
23855.0,4013.0,8.0,10.0,0.3333333333333333,0.14285714285714285,0.32727272727272727,0.17777777777777778,1.0,17.0,0.058823529411764705,80.0,22.0,1.0,1.0
23855.0,8641.0,8.0,5.0,0.3333333333333333,0.14285714285714285,0.6,0.4,1.0,12.0,0.08333333333333333,40.0,16.0,1.0,1.0
23855.0,19922.0,8.0,5.0,0.3333333333333333,0.14285714285714285,0.6,0.4,1.0,12.0,0.08333333333333333,40.0,16.0,1.0,1.0
23855.0,26098.0,8.0,6.0,0.3333333333333333,0.14285714285714285,0.5714285714285714,0.4,1.0,13.0,0.07692307692307693,48.0,16.0,1.0,1.0
24814.0,24559.0,21.0,23.0,0.3333333333333333,0.26666666666666666,0.13768115942028986,0.05928853754940711,0.0,44.0,0.0,483.0,45.0,1.0,1.0
24814.0,24110.0,21.0,7.0,0.3333333333333333,0.26666666666666666,0.39285714285714285,0.19047619047619047,1.0,27.0,0.037037037037037035,147.0,43.0,1.0,1.0
24814.0,19980.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,5957.0,21.0,14.0,0.3333333333333333,0.26666666666666666,0.6571428571428571,0.6043956043956044,13.0,22.0,0.5909090909090909,294.0,132.0,1.0,1.0
24814.0,7716.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,11233.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,12118.0,21.0,15.0,0.3333333333333333,0.26666666666666666,0.5916666666666667,0.5333333333333333,14.0,22.0,0.6363636363636364,315.0,133.0,1.0,1.0
24814.0,14090.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,18397.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,2249.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,3316.0,21.0,2.0,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.0,0.0,23.0,0.0,42.0,22.0,1.0,1.0
24814.0,6077.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,6611.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
24814.0,6635.0,21.0,2.0,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.0,0.0,23.0,0.0,42.0,22.0,1.0,1.0
24814.0,8672.0,21.0,8.0,0.3333333333333333,0.26666666666666666,1.0,1.0,7.0,22.0,0.3181818181818182,168.0,90.0,1.0,1.0
