Dataset,Model,Percentage of data in training,Train Accuracy,Test Accuracy
data/ErdosRenyi.csv,GaussianNB,0.7,1.0,1.0
data/ErdosRenyi.csv,DecisionTreeClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,KNeigborsClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,BaggingClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,GaussianNB,0.9,1.0,1.0
data/ErdosRenyi.csv,DecisionTreeClassifier,0.9,1.0,1.0
data/ErdosRenyi.csv,KNeigborsClassifier,0.9,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.9,1.0,1.0
data/ErdosRenyi.csv,BaggingClassifier,0.9,1.0,1.0
data/BarabasiAlbert.csv,GaussianNB,0.1,1.0,1.0
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.1,1.0,1.0
data/BarabasiAlbert.csv,KNeigborsClassifier,0.1,0.9996415770609319,0.9996017840076458
data/BarabasiAlbert.csv,AdaBoostClassifier,0.1,1.0,1.0
data/BarabasiAlbert.csv,BaggingClassifier,0.1,1.0,1.0
data/BarabasiAlbert.csv,GaussianNB,0.3,1.0,1.0
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.3,1.0,1.0
data/BarabasiAlbert.csv,KNeigborsClassifier,0.3,1.0,0.9999488019660046
data/BarabasiAlbert.csv,AdaBoostClassifier,0.3,1.0,1.0
data/BarabasiAlbert.csv,BaggingClassifier,0.3,1.0,1.0
data/BarabasiAlbert.csv,GaussianNB,0.5,1.0,1.0
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.5,1.0,1.0
data/BarabasiAlbert.csv,KNeigborsClassifier,0.5,1.0,0.9999283205504982
data/BarabasiAlbert.csv,AdaBoostClassifier,0.5,1.0,1.0
data/BarabasiAlbert.csv,BaggingClassifier,0.5,1.0,1.0
data/BarabasiAlbert.csv,GaussianNB,0.7,1.0,1.0
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.7,1.0,1.0
data/BarabasiAlbert.csv,KNeigborsClassifier,0.7,1.0,0.9998805399593836
data/BarabasiAlbert.csv,AdaBoostClassifier,0.7,1.0,1.0
data/BarabasiAlbert.csv,BaggingClassifier,0.7,1.0,1.0
data/BarabasiAlbert.csv,GaussianNB,0.9,1.0,1.0
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.9,1.0,1.0
data/BarabasiAlbert.csv,KNeigborsClassifier,0.9,0.9999601768149416,1.0
data/BarabasiAlbert.csv,AdaBoostClassifier,0.9,1.0,1.0
data/BarabasiAlbert.csv,BaggingClassifier,0.9,1.0,1.0
