Dataset,Model,Percentage of data in training,Train Accuracy,Test Accuracy
data/CondMat.csv,GaussianNB,0.9,0.9800565641821002,0.9814987136679622
data/CondMat.csv,KNeigborsClassifier,0.9,0.9979746373506067,0.9974273359242433
data/CondMat.csv,AdaBoostClassifier,0.9,0.9987166621050391,0.998303136460671
data/CondMat.csv,BaggingClassifier,0.9,0.9935650640148405,0.9934314959767913
data/CondMat.csv,RandomForestTreeClassifier,0.9,0.9935650640148405,0.9934314959767913
data/GenRel.csv,DecisionTreeClassifier,0.1,0.9914338919925512,0.9913119026933102
data/GenRel.csv,GaussianNB,0.1,0.9493482309124768,0.9472508377808118
data/GenRel.csv,KNeigborsClassifier,0.1,0.9698324022346368,0.9581316453601423
data/GenRel.csv,AdaBoostClassifier,0.1,1.0,0.9977659178354226
data/GenRel.csv,BaggingClassifier,0.1,0.9910614525139665,0.9925116875594721
data/GenRel.csv,RandomForestTreeClassifier,0.1,0.9910614525139665,0.9925116875594721
data/GenRel.csv,DecisionTreeClassifier,0.3,0.9923038728897716,0.9923936170212766
data/GenRel.csv,GaussianNB,0.3,0.9494786494538232,0.9488829787234042
data/GenRel.csv,KNeigborsClassifier,0.3,0.9790218470705064,0.971063829787234
data/GenRel.csv,AdaBoostClassifier,0.3,0.9997517378351539,0.9977659574468085
data/GenRel.csv,BaggingClassifier,0.3,0.9923038728897716,0.9923936170212766
data/GenRel.csv,RandomForestTreeClassifier,0.3,0.9923038728897716,0.9923936170212766
data/GenRel.csv,DecisionTreeClassifier,0.5,0.9924039320822162,0.9923294608281203
data/GenRel.csv,GaussianNB,0.5,0.9505510872803098,0.9507745010425975
data/GenRel.csv,KNeigborsClassifier,0.5,0.9833184390825142,0.9766904974679773
data/GenRel.csv,AdaBoostClassifier,0.5,0.9988829311885612,0.9977658623771224
data/GenRel.csv,BaggingClassifier,0.5,0.9924039320822162,0.9923294608281203
data/GenRel.csv,RandomForestTreeClassifier,0.5,0.9924039320822162,0.9923294608281203
data/GenRel.csv,DecisionTreeClassifier,0.7,0.9922868237672217,0.9925530594514087
data/GenRel.csv,GaussianNB,0.7,0.9505824777913718,0.9532083902196847
data/GenRel.csv,KNeigborsClassifier,0.7,0.9844672588967498,0.9801414918704232
data/GenRel.csv,AdaBoostClassifier,0.7,0.9984041704345976,0.9986347275660916
data/GenRel.csv,BaggingClassifier,0.7,0.9922868237672217,0.9925530594514087
data/GenRel.csv,RandomForestTreeClassifier,0.7,0.9922868237672217,0.9925530594514087
data/GenRel.csv,DecisionTreeClassifier,0.9,0.992263136119156,0.9932985852568875
data/GenRel.csv,GaussianNB,0.9,0.9523376086057096,0.9579300074460164
data/GenRel.csv,KNeigborsClassifier,0.9,0.9866363260239966,0.9828741623231572
data/GenRel.csv,AdaBoostClassifier,0.9,0.9981795614398014,0.9988830975428146
data/GenRel.csv,BaggingClassifier,0.9,0.992263136119156,0.9932985852568875
data/GenRel.csv,RandomForestTreeClassifier,0.9,0.992263136119156,0.9932985852568875
data/ErdosRenyi.csv,DecisionTreeClassifier,0.1,1.0,0.9999726708753519
data/ErdosRenyi.csv,GaussianNB,0.1,0.9990159901599016,0.9993441010084447
data/ErdosRenyi.csv,KNeigborsClassifier,0.1,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.1,1.0,0.9999726708753519
data/ErdosRenyi.csv,BaggingClassifier,0.1,1.0,0.9999726708753519
data/ErdosRenyi.csv,RandomForestTreeClassifier,0.1,1.0,0.9999726708753519
data/ErdosRenyi.csv,DecisionTreeClassifier,0.3,1.0,0.9999648629655657
data/ErdosRenyi.csv,GaussianNB,0.3,0.9990980649393244,0.9992269852424456
data/ErdosRenyi.csv,KNeigborsClassifier,0.3,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.3,1.0,0.9999648629655657
data/ErdosRenyi.csv,BaggingClassifier,0.3,1.0,0.9999648629655657
data/ErdosRenyi.csv,RandomForestTreeClassifier,0.3,1.0,0.9999648629655657
data/ErdosRenyi.csv,DecisionTreeClassifier,0.5,1.0,0.9999508067689886
data/ErdosRenyi.csv,GaussianNB,0.5,0.999163715072806,0.9991145218417946
data/ErdosRenyi.csv,KNeigborsClassifier,0.5,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.5,1.0,0.9999508067689886
data/ErdosRenyi.csv,BaggingClassifier,0.5,1.0,0.9999508067689886
data/ErdosRenyi.csv,RandomForestTreeClassifier,0.5,1.0,0.9999508067689886
data/ErdosRenyi.csv,DecisionTreeClassifier,0.7,0.9999648617309111,0.9999180126260556
data/ErdosRenyi.csv,GaussianNB,0.7,0.9991566815418672,0.9990981388866115
data/ErdosRenyi.csv,KNeigborsClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,BaggingClassifier,0.7,0.9999648617309111,1.0
data/ErdosRenyi.csv,RandomForestTreeClassifier,0.7,1.0,1.0
data/ErdosRenyi.csv,DecisionTreeClassifier,0.9,0.9999726701284504,1.0
data/ErdosRenyi.csv,GaussianNB,0.9,0.9991801038535119,0.9990162321692081
data/ErdosRenyi.csv,KNeigborsClassifier,0.9,1.0,1.0
data/ErdosRenyi.csv,AdaBoostClassifier,0.9,1.0,1.0
data/ErdosRenyi.csv,BaggingClassifier,0.9,0.9999726701284504,1.0
data/ErdosRenyi.csv,RandomForestTreeClassifier,0.9,0.9999726701284504,1.0
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.1,0.9659498207885304,0.9656737814590634
data/BarabasiAlbert.csv,GaussianNB,0.1,0.7849462365591398,0.780065307422746
data/BarabasiAlbert.csv,KNeigborsClassifier,0.1,0.9946236559139785,0.9928719337368589
data/BarabasiAlbert.csv,AdaBoostClassifier,0.1,1.0,0.9988849952214081
data/BarabasiAlbert.csv,BaggingClassifier,0.1,0.9659498207885304,0.9656737814590634
data/BarabasiAlbert.csv,RandomForestTreeClassifier,0.1,0.9659498207885304,0.9656737814590634
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.3,0.9652329749103943,0.9659021093590006
data/BarabasiAlbert.csv,GaussianNB,0.3,0.7866188769414576,0.7815379889412246
data/BarabasiAlbert.csv,KNeigborsClassifier,0.3,0.9984468339307049,0.9968257218922794
data/BarabasiAlbert.csv,AdaBoostClassifier,0.3,1.0,0.9991808314560721
data/BarabasiAlbert.csv,BaggingClassifier,0.3,0.9652329749103943,0.9659021093590006
data/BarabasiAlbert.csv,RandomForestTreeClassifier,0.3,0.9652329749103943,0.9659021093590006
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.5,0.9666690559816501,0.9647337108451007
data/BarabasiAlbert.csv,GaussianNB,0.5,0.7818077557164361,0.7806608845244069
data/BarabasiAlbert.csv,KNeigborsClassifier,0.5,0.9989964877069744,0.9975628987169378
data/BarabasiAlbert.csv,AdaBoostClassifier,0.5,1.0,0.9992832055049817
data/BarabasiAlbert.csv,BaggingClassifier,0.5,0.9666690559816501,0.9647337108451007
data/BarabasiAlbert.csv,RandomForestTreeClassifier,0.5,0.9666690559816501,0.9647337108451007
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.7,0.9664635707337054,0.9639230677338431
data/BarabasiAlbert.csv,GaussianNB,0.7,0.7774307511136143,0.7749372834786764
data/BarabasiAlbert.csv,KNeigborsClassifier,0.7,0.999078388203369,0.997969179309521
data/BarabasiAlbert.csv,AdaBoostClassifier,0.7,0.9999487993446317,0.9992832397563015
data/BarabasiAlbert.csv,BaggingClassifier,0.7,0.9664635707337054,0.9639230677338431
data/BarabasiAlbert.csv,RandomForestTreeClassifier,0.7,0.9664635707337054,0.9639230677338431
data/BarabasiAlbert.csv,DecisionTreeClassifier,0.9,0.9652741826291267,0.9695449659620208
data/BarabasiAlbert.csv,GaussianNB,0.9,0.7674325992592888,0.7581512002866356
data/BarabasiAlbert.csv,KNeigborsClassifier,0.9,0.9992831826689499,0.9985668219276245
data/BarabasiAlbert.csv,AdaBoostClassifier,0.9,0.9999203536298833,0.9989251164457184
data/BarabasiAlbert.csv,BaggingClassifier,0.9,0.9652741826291267,0.9695449659620208
data/BarabasiAlbert.csv,RandomForestTreeClassifier,0.9,0.9652741826291267,0.9695449659620208
